Country,Year,Risk Points for Foreign Debt as a % of GDP,Risk Points for Exchange Rate Stability,Risk Points for Debt Service as a % of XGS,Risk Points for Current Account as % of XGS,Risk Points for International Liquidity,Aggregate Financial Risk
Guatemala,1996,4.13,6,8.92,9.08,1.92,30.05
Guatemala,1997,5.67,7.33,8.5,10.25,1.92,33.67
Guatemala,1998,9,9.79,8.54,10.33,2,39.66
Guatemala,1999,9,7.79,8,9.75,2.25,36.79
Guatemala,2000,9,9.33,8.5,11,2,39.83
Guatemala,2001,8.5,10,8.5,10.46,2,39.46
Guatemala,2002,8.5,10,8.5,9.54,2,38.54
Guatemala,2003,8.5,9.96,8.5,9.96,2.92,39.84
Guatemala,2004,8.92,10,8.25,10.42,3,40.59
Guatemala,2005,8.79,10,8.5,10.5,3.21,41
Guatemala,2006,9,10,8.5,10.5,2.75,40.75
Guatemala,2007,8.54,10,8.5,10.92,2.33,40.29
Guatemala,2008,8.04,10,8.33,10.42,2,38.79
Guatemala,2009,7.17,9.17,8.83,11.25,2.42,38.84
Guatemala,2010,7,9.96,9.42,11.5,2.5,40.38
Guatemala,2011,6.33,10,9.5,11.29,2.83,39.95
Guatemala,2012,6.08,10,9.5,11.42,2.33,39.33
Guatemala,2013,6.46,10,9,11.5,2.5,39.46
Guinea,1984,3.69,3,NA,NA,NA,6.69
Guinea,1985,4,3,NA,NA,NA,7
Guinea,1986,3.54,3,NA,NA,NA,6.54
Guinea,1987,3.5,3,NA,NA,NA,6.5
Guinea,1988,3.5,3,NA,NA,NA,6.5
Guinea,1989,3.5,3,NA,NA,NA,6.5
Guinea,1990,3.5,3.17,NA,NA,NA,6.67
Guinea,1991,3.5,4,NA,NA,NA,7.5
Guinea,1992,3.5,4,NA,NA,NA,7.5
Guinea,1993,3.5,5,NA,NA,NA,8.5
Guinea,1994,3.5,5,NA,NA,NA,8.5
Guinea,1995,3.5,5,NA,NA,NA,8.5
Guinea,1996,3.5,5,8,9.22,0,25.72
Guinea,1997,4.33,6.08,8,9.25,0.08,27.74
Guinea,1998,6.83,8.58,8,8.5,1.17,33.08
Guinea,1999,5.08,8.88,8.46,9.58,0.17,32.17
Guinea,2000,5,6.25,9,10,0.75,31
Guinea,2001,5,7.58,8,10.83,3,34.41
Guinea,2002,5,9.83,8,10,7,39.83
Guinea,2003,5,10,8,11.21,1.5,35.71
Guinea,2004,5,8.33,7.54,10.29,0.33,31.49
Guinea,2005,4.13,3.29,8.88,10.92,0,27.22
Guinea,2006,3.5,4.96,9.33,11.17,0,28.96
Guinea,2007,3.92,6.88,10,11.5,0,32.3
Guinea,2008,3.67,7.5,9.33,10.5,0,31
Guinea,2009,3.75,9.13,9,10.63,0,32.51
Guinea,2010,3.88,8.42,8.58,9.96,0,30.84
Guinea,2011,4.13,6.58,8.33,8.13,0,27.17
Guinea,2012,4,9.83,8.5,9.21,0,31.54
Guinea,2013,4,10,8.29,0,0,22.29
Guinea Bissau,1984,NA,NA,NA,NA,NA,0
Guinea Bissau,1985,NA,NA,NA,NA,NA,0
Guinea Bissau,1986,3,3,NA,NA,NA,6
Guinea Bissau,1987,3.25,3,NA,NA,NA,6.25
Guinea Bissau,1988,3.5,3,NA,NA,NA,6.5
Guinea Bissau,1989,3.5,3,NA,NA,NA,6.5
Guinea Bissau,1990,3.5,3,NA,NA,NA,6.5
Guinea Bissau,1991,3.5,3,NA,NA,NA,6.5
Guinea Bissau,1992,3.5,3.83,NA,NA,NA,7.33
Guinea Bissau,1993,3.5,4,NA,NA,NA,7.5
Guinea Bissau,1994,3.5,4,NA,NA,NA,7.5
Guinea Bissau,1995,3.5,4,NA,NA,NA,7.5
Guinea Bissau,1996,3.5,4,8,7.5,0,23
Guinea Bissau,1997,2.5,5.04,8,4.5,0,20.04
Guinea Bissau,1998,0.21,9.58,8,2.5,0.13,20.42
Guinea Bissau,1999,0,9.38,8,4.25,1.13,22.76
Guinea Bissau,2000,0,7.83,8,1,0,16.83
Guinea Bissau,2001,0,9.33,8,2.17,0,19.5
Guinea Bissau,2002,0,9.88,8,4,0,21.88
Guinea Bissau,2003,0,9.25,8,4,0,21.25
Guinea Bissau,2004,0,9.79,8,4,0,21.79
Guinea Bissau,2005,0,9.79,8,4,0,21.79
Guinea Bissau,2006,0,9.67,8,4,0,21.67
Guinea Bissau,2007,0,9.92,8.46,4.46,0,22.84
Guinea Bissau,2008,0,9.42,8.5,8.67,0,26.59
Guinea Bissau,2009,0,8.67,8.5,9.5,0,26.67
Guinea Bissau,2010,0.67,8.92,8.5,9.5,0,27.59
Guinea Bissau,2011,1,9.83,8.5,9.5,0,28.83
Guinea Bissau,2012,6,9.13,9.5,9.5,2,36.13
Guinea Bissau,2013,8,10,10,9.75,2.75,40.5
Guyana,1984,3.52,4,6.71,7.88,0,22.11
Guyana,1985,3,4,5.25,6.46,0,18.71
Guyana,1986,3,4,4.96,7,0,18.96
Guyana,1987,3,4,6.17,8.5,0,21.67
Guyana,1988,3.13,4,7.67,8.83,0,23.63
Guyana,1989,3.5,4,8.79,8.75,0,25.04
Guyana,1990,4.38,4.25,8.13,7.92,0,24.68
Guyana,1991,5.79,5,8.5,7.42,0,26.71
Guyana,1992,5.96,5,7.46,8.5,0,26.92
Guyana,1993,4.75,5,7,8.5,0,25.25
Guyana,1994,4.5,5,7.46,9.04,0,26
Guyana,1995,4.5,5,7.96,9.13,0,26.59
Guyana,1996,4.83,5,7.83,10.08,0,27.74
Guyana,1997,3.33,6.67,9,10.25,0,29.25
Guyana,1998,0.04,9.96,8.96,11,0,29.96
Guyana,1999,0.5,8.25,8.5,10.92,0,28.17
Guyana,2000,0,7.33,8.08,11,0,26.41
Guyana,2001,0,10,9,11.17,0,30.17
Guyana,2002,0,10,9,10.92,0,29.92
Guyana,2003,0.08,10,9,10.54,0.25,29.87
Guyana,2004,0.5,10,8.79,10.79,1.58,31.66
Guyana,2005,0.5,9.79,9,11.33,2,32.62
Guyana,2006,0.5,9.67,9,12,2,33.17
Guyana,2007,1.42,9.58,9.5,12,1.5,34
Guyana,2008,0.67,9.83,9.75,12.25,1.5,34
Guyana,2009,2.5,10,9.79,9.92,1.5,33.71
Guyana,2010,3.38,10,10,10.63,1.5,35.51
Guyana,2011,4.17,10,10,11,2.08,37.25
Guyana,2012,4.96,10,10,8.88,2.92,36.76
Guyana,2013,4.5,10,10,10.46,2.21,37.17
Haiti,1984,4.16,4.33,9.33,8.79,0,26.61
Haiti,1985,4.5,5,9,8,0,26.5
Haiti,1986,3.38,4.5,9.13,8.83,0,25.84
Haiti,1987,2.21,3.58,9,9.63,0,24.42
Haiti,1988,1,3,9,11,0,24
Haiti,1989,1,3,9,10.75,0,23.75
Haiti,1990,1,3,8.13,10.33,0,22.46
Haiti,1991,1.5,3,7.83,10.25,0,22.58
Haiti,1992,1.58,3,13.29,9.54,0.75,28.16
Haiti,1993,2.5,3,9,11,0,25.5
Haiti,1994,2.5,3,9.54,9.92,0,24.96
Haiti,1995,2.96,3,9.88,9.63,0,25.47
Haiti,1996,3.29,3.08,7.5,9.5,0.67,24.04
Haiti,1997,5.04,5.46,5.5,8.5,0.33,24.83
Haiti,1998,7.5,9.75,6.38,8.25,0,31.88
Haiti,1999,7,10,8.5,9.83,0.29,35.62
Haiti,2000,7,7.21,8.5,10.5,0,33.21
Haiti,2001,7,7.04,9.33,11,0,34.37
Haiti,2002,7,7.58,9.5,10.92,0,35
Haiti,2003,7,4.75,9.5,10.5,0,31.75
Haiti,2004,6.42,9.67,9.5,11.33,0.25,37.17
Haiti,2005,5.5,8.13,9.5,12.29,0.5,35.92
Haiti,2006,6.83,9.29,9.5,11.5,0.5,37.62
Haiti,2007,7.38,9.96,9.5,11.13,0.5,38.47
Haiti,2008,7.5,9.25,9.5,12,0.5,38.75
Haiti,2009,7.33,9.92,6.13,7.92,0.46,31.76
Haiti,2010,6.92,10,5.75,3.58,0.08,26.33
Haiti,2011,7.5,10,9.83,9,0.5,36.83
Haiti,2012,8.29,10,10,10.83,2.17,41.29
Haiti,2013,8.08,10,10,11,1.79,40.87
Honduras,1984,4.77,3.75,6.58,9.67,0,24.77
Honduras,1985,5,4,7.38,9.92,0,26.3
Honduras,1986,4.75,4,7.13,9.79,0,25.67
Honduras,1987,4.5,4,6.63,9.71,0,24.84
Honduras,1988,4.63,3.67,7.25,10.08,0,25.63
Honduras,1989,4,4,6.88,9.96,0,24.84
Honduras,1990,4.21,4.83,5.21,9,0,23.25
Honduras,1991,5.33,5.08,7.5,9.83,0,27.74
Honduras,1992,5.92,6,7.83,9.75,0,29.5
Honduras,1993,5.5,6,7.17,10.13,0,28.8
Honduras,1994,5.42,6,6.5,9.92,0,27.84
Honduras,1995,5,6,6.88,11.25,0,29.13
Honduras,1996,4.58,6,6.13,10.67,0,27.38
Honduras,1997,3.5,6.83,6.38,10.5,0.5,27.71
Honduras,1998,2.25,9.92,6.08,11.33,1,30.58
Honduras,1999,3.75,9.58,6,10.75,1.79,31.87
Honduras,2000,4,10,8,11,2.5,35.5
Honduras,2001,4,9.96,8,11.17,2.5,35.63
Honduras,2002,4,9.63,8,10.92,2.5,35.05
Honduras,2003,4,9.67,8.33,10.08,2.5,34.58
Honduras,2004,4,9.79,8.04,7.38,2.29,31.5
Honduras,2005,4,9.96,8,11.58,3,36.54
Honduras,2006,4.38,10,8,11.54,2.96,36.88
Honduras,2007,5.58,10,8.83,12,2.5,38.91
Honduras,2008,5.5,10,9.75,11.58,2.42,39.25
Honduras,2009,6.88,10,9.63,9.75,1.63,37.89
Honduras,2010,7.58,10,10,10.67,1.5,39.75
Honduras,2011,8,10,10,11.38,1.5,40.88
Honduras,2012,7.92,10,10,10.92,1.5,40.34
Honduras,2013,7.5,9.96,10,10.54,1.5,39.5
Hong Kong,1984,7.66,6,NA,NA,NA,13.66
Hong Kong,1985,7.63,6,NA,NA,NA,13.63
Hong Kong,1986,8,6,NA,NA,NA,14
Hong Kong,1987,8,6,NA,NA,NA,14
Hong Kong,1988,8.42,6,NA,NA,NA,14.42
Hong Kong,1989,8.71,6.83,NA,NA,NA,15.54
Hong Kong,1990,8.5,7.5,NA,NA,NA,16
Hong Kong,1991,8.5,8,NA,NA,NA,16.5
Hong Kong,1992,8.88,8.83,NA,NA,NA,17.71
Hong Kong,1993,8.5,9,NA,NA,NA,17.5
Hong Kong,1994,8.5,9,NA,NA,NA,17.5
Hong Kong,1995,8.5,9,10,12.44,NA,39.94
Hong Kong,1996,8.5,9,10,12,1.5,41
Hong Kong,1997,8.5,9.33,10,12,1.63,41.46
Hong Kong,1998,8.5,10,10,12.04,3,43.54
Hong Kong,1999,8.5,10,10,12.5,3,44
Hong Kong,2000,8.5,10,10,12.5,3,44
Hong Kong,2001,8.5,10,10,12.71,3.33,44.54
Hong Kong,2002,8.5,10,10,12.5,3.5,44.5
Hong Kong,2003,8.25,10,10,12.5,3.5,44.25
Hong Kong,2004,8.38,10,10,12.5,3,43.88
Hong Kong,2005,7.63,10,10,12.5,2.63,42.76
Hong Kong,2006,6.75,10,10,12.75,2.5,42
Hong Kong,2007,6.5,10,10,12.5,2.29,41.29
Hong Kong,2008,6.29,10,10,12.5,2,40.79
Hong Kong,2009,6,10,10,12.5,2.54,41.04
Hong Kong,2010,6,10,10,12.5,3.08,41.58
Hong Kong,2011,6,10,10,12.5,3.5,42
Hong Kong,2012,5.67,10,10,12.5,3.5,41.67
Hong Kong,2013,5.5,10,10,12.5,3.5,41.5
Hungary,1984,6,6.43,NA,NA,NA,12.43
Hungary,1985,5.75,7,6.13,12.33,0.25,31.46
Hungary,1986,5.5,6.67,6.29,11.33,0.54,30.33
Hungary,1987,5.04,5.42,6.21,10.08,0.25,27
Hungary,1988,4.5,5,5.71,11.33,0.08,26.62
Hungary,1989,4.5,5,6.08,11.04,0,26.62
Hungary,1990,4.29,5.83,5.63,11.5,0,27.25
Hungary,1991,4.5,6.67,4.96,11.42,0,27.55
Hungary,1992,6.13,5.67,5.83,12.58,0,30.21
Hungary,1993,7,6.33,7.33,12.17,0,32.83
Hungary,1994,7,7,6.75,10.46,0,31.21
Hungary,1995,6.83,7,5.96,10.13,0,29.92
Hungary,1996,6.96,7,7.5,11,2.63,35.09
Hungary,1997,7.33,6.63,5.5,11.5,3.46,34.42
Hungary,1998,7.25,7.96,5.67,11.5,3.33,35.71
Hungary,1999,5,8.96,7.75,11.5,2.5,35.71
Hungary,2000,5.21,7.21,8,11.5,2.5,34.42
Hungary,2001,5.5,9.79,8,11.54,2.5,37.33
Hungary,2002,5.5,9.92,8,12,2.5,37.92
Hungary,2003,5.08,9.46,8,11.33,1.25,35.12
Hungary,2004,4.96,9.83,8.42,11.21,1.46,35.88
Hungary,2005,4.5,9.54,8.5,11,1.58,35.12
Hungary,2006,4.42,9.29,8.79,11.08,1.5,35.08
Hungary,2007,3.79,9.5,8.58,11.5,1.5,34.87
Hungary,2008,3.33,8.92,9,11.5,1.33,34.08
Hungary,2009,1.5,6.96,8.67,11.83,1.71,30.67
Hungary,2010,1,8.21,8.5,12,2.5,32.21
Hungary,2011,0.75,9.25,8,12.25,2.83,33.08
Hungary,2012,0.5,8.13,7.17,12.5,2,30.3
Hungary,2013,0.5,10,7,12.33,2,31.83
Iceland,1984,7.55,7.33,8,12.08,0.54,35.5
Iceland,1985,7.5,7,7,11.58,0.42,33.5
Iceland,1986,7.5,7,6.5,11.04,1.08,33.12
Iceland,1987,7.92,7.83,6.13,12.5,1.54,35.92
Iceland,1988,8,8,6.75,11.38,1.13,35.26
Iceland,1989,8,7.08,6.21,11,1.38,33.67
Iceland,1990,7.79,7,6.29,11.29,1.67,34.04
Iceland,1991,7.5,7,6.17,11.58,1.42,33.67
Iceland,1992,7.38,6.75,6.33,11,2.04,33.5
Iceland,1993,7,7,6,11.5,2.17,33.67
Iceland,1994,7,7,6.42,12.25,2.08,34.75
Iceland,1995,7,7,6.92,12.71,1.25,34.88
Iceland,1996,7,7,7.08,12.13,1,34.21
Iceland,1997,7.17,7.79,7,12,1.21,35.17
Iceland,1998,7.42,9.96,7,11.96,1.33,37.67
Iceland,1999,6.63,9.96,7,11.04,1.38,36.01
Iceland,2000,4,9.25,8,10.58,2.5,34.33
Iceland,2001,3,6.63,8,9.67,2.5,29.8
Iceland,2002,2,8.79,8,9.5,2.5,30.79
Iceland,2003,1.71,9.25,8,9.5,2.5,30.96
Iceland,2004,1.71,9.88,8,10.75,2.5,32.84
Iceland,2005,2,9.67,8,12.5,2.5,34.67
Iceland,2006,2,8.58,8,12.5,2.5,33.58
Iceland,2007,0.17,9.54,7.08,8.83,2.5,28.12
Iceland,2008,0,5.83,7,10.33,2.5,25.66
Iceland,2009,0,4.63,7,7.75,1.04,20.42
Iceland,2010,0,9.71,6.63,10,0.83,27.17
Iceland,2011,0,9.88,6.5,10.5,1,27.88
Iceland,2012,0,9.38,7.75,11.13,2.46,30.72
Iceland,2013,0,10,9.5,12,4.5,36
India,1984,6.02,4.21,8.54,7,0.5,26.27
India,1985,5.25,4,8.5,9.54,0.38,27.67
India,1986,5.5,4,8.5,11,0.67,29.67
India,1987,5.33,4,7.63,10.54,1,28.5
India,1988,4.92,4,7,9.96,1.38,27.26
India,1989,4.75,4,7,10.04,1.46,27.25
India,1990,4.71,4,6.38,10.29,1.58,26.96
India,1991,4.67,4.5,7,9.88,0.5,26.55
India,1992,5.88,5.67,6.38,10.5,0.38,28.81
India,1993,5.75,6,6.5,10.29,0.25,28.79
India,1994,6,6,6.96,11.46,2.21,32.63
India,1995,6,6,7.38,11.13,3.42,33.93
India,1996,5.88,6,7.08,10.83,3.5,33.29
India,1997,6.5,7.29,7.46,10.46,3.58,35.29
India,1998,7.29,8.13,7,10.71,3.5,36.63
India,1999,7.75,9.54,7,10.83,3.5,38.62
India,2000,8,9.75,7.25,10.63,3.5,39.13
India,2001,8,9.67,7.5,11.46,3.5,40.13
India,2002,8,10,7.5,12,3.5,41
India,2003,8,10,8.63,11.96,4.25,42.84
India,2004,8.42,10,8.92,12.5,4.54,44.38
India,2005,8.5,10,9.17,12,4.58,44.25
India,2006,8.5,9.88,9.79,11,4.21,43.38
India,2007,8.71,9.67,10,11.42,3.58,43.38
India,2008,8.5,8.58,10,11.71,3.5,42.29
India,2009,8.75,8.25,10,11.5,4.25,42.75
India,2010,8.21,10,9.71,11.63,5,44.55
India,2011,8.29,9.5,9.79,11.58,4.42,43.58
India,2012,8.5,8.13,10,10.5,3.71,40.84
India,2013,8.5,8.71,10,10.33,3.5,41.04
Indonesia,1984,4.48,4.21,7.42,9,2,27.11
Indonesia,1985,4.79,4,7.54,10.54,2.33,29.2
Indonesia,1986,4.17,4,7.04,10.17,3.5,28.88
Indonesia,1987,4,4,5.79,10.21,2.96,26.96
Indonesia,1988,3.54,3.67,5,10.83,2.96,26
Indonesia,1989,5,4.75,5.54,10.96,2.5,28.75
Indonesia,1990,7.83,7.25,6.25,11.5,2.25,35.08
Indonesia,1991,9,9,7,11.71,2.58,39.29
Indonesia,1992,8.75,9,6.04,11.25,2.79,37.83
Indonesia,1993,7.5,8.5,6.5,11.29,2.83,36.62
Indonesia,1994,6.83,8,7.08,11.5,2.54,35.95
Indonesia,1995,6.33,8,7.5,11.54,2.67,36.04
Indonesia,1996,6.29,8,7.83,10.83,2.08,35.03
Indonesia,1997,6.13,6.75,6.96,10.96,2.67,33.47
Indonesia,1998,4.5,0.25,5.5,10.5,1.5,22.25
Indonesia,1999,3.33,7.96,5.96,12.88,2.83,32.96
Indonesia,2000,3.75,7.58,6.25,13.04,2.5,33.12
Indonesia,2001,3,6.46,6.5,12.88,2.5,31.34
Indonesia,2002,3,9.46,6.5,12.5,2.5,33.96
Indonesia,2003,3,9.88,5.88,12.63,3.5,34.89
Indonesia,2004,3.63,9.38,5.75,13.29,3.5,35.55
Indonesia,2005,4.79,9.13,7.71,12.83,2.92,37.38
Indonesia,2006,6,9.88,8.04,12.63,2.29,38.84
Indonesia,2007,6.88,10,8.5,12.63,2.13,40.14
Indonesia,2008,6.58,9.67,8.92,12.88,2,40.05
Indonesia,2009,6.92,8.13,7.33,12.29,2.63,37.3
Indonesia,2010,7,9.63,7,12.5,2.92,39.05
Indonesia,2011,7,10,6.71,12.5,3.5,39.71
Indonesia,2012,7,9.38,8.25,12,3.5,40.13
Indonesia,2013,7.38,8.54,10,11.33,3.5,40.75
Iran,1984,3.25,3.17,NA,12.42,4,22.84
Iran,1985,3.04,4,NA,9.5,4,20.54
Iran,1986,2.5,4,NA,9.5,4,20
Iran,1987,2.5,4,NA,9.25,3.54,19.29
Iran,1988,2.67,2.5,NA,9.17,3.5,17.84
Iran,1989,3,2.25,NA,9.79,3.5,18.54
Iran,1990,3.33,4,NA,11.5,3.5,22.33
Iran,1991,5.75,4.92,NA,12.04,3.5,26.21
Iran,1992,7.04,7,NA,10.92,3.5,28.46
Iran,1993,7,7,NA,10.38,3.5,27.88
Iran,1994,6.33,6.33,NA,12.25,3.5,28.41
Iran,1995,5.83,6,NA,13.17,3.5,28.5
Iran,1996,6,6,9.81,13.5,2.67,37.98
Iran,1997,7.75,7.33,7.5,13.5,1.46,37.54
Iran,1998,8.38,10,7.38,13.38,0,39.14
Iran,1999,9.5,9.58,7.5,12.04,1.17,39.79
Iran,2000,9.5,5.88,5.5,13.46,0.5,34.84
Iran,2001,9.5,10,6,14.75,1,41.25
Iran,2002,9.5,7.5,6,12.42,1,36.42
Iran,2003,9.75,3.33,8.92,13.42,3.08,38.5
Iran,2004,9.67,9.75,9.67,12.67,3.33,45.09
Iran,2005,9.5,9.92,9.79,12.67,2.58,44.46
Iran,2006,9.33,10,9.92,13.92,2.5,45.67
Iran,2007,9.5,10,9.58,13.17,2.5,44.75
Iran,2008,9.5,9.88,9.5,14.38,2.38,45.64
Iran,2009,9.5,9.67,9.96,13.83,4.79,47.75
Iran,2010,9.5,9.88,10,13.25,5,47.63
Iran,2011,9.5,9.54,9.54,13.54,4.58,46.7
Iran,2012,9.5,7.96,9.88,12.79,4.38,44.51
Iran,2013,9.88,9.83,10,11.63,3.17,44.51
Iraq,1984,3.09,3,NA,1.17,3.5,10.76
Iraq,1985,3,3,NA,7.83,3.5,17.33
Iraq,1986,2.75,3,NA,12.63,3.5,21.88
Iraq,1987,2.71,3,NA,5,3.5,14.21
Iraq,1988,3,3,NA,8.5,3.5,18
Iraq,1989,2.13,3,NA,10.04,3.5,18.67
Iraq,1990,1.63,3,NA,10.67,3.5,18.8
Iraq,1991,0.58,1.17,NA,9.79,3.5,15.04
Iraq,1992,0.5,1,NA,10,3.5,15
Iraq,1993,0.5,1,NA,10,3.5,15
Iraq,1994,0.5,1,NA,5,3.5,10
Iraq,1995,1,1,NA,0.04,3.5,5.54
Iraq,1996,2,1,2.5,0,3.5,9
Iraq,1997,1.54,3.13,2.5,0,2.5,9.67
Iraq,1998,0.58,9.54,2.5,1.75,2.17,16.54
Iraq,1999,3.83,10,2.5,8.5,0.5,25.33
Iraq,2000,3.5,10,4.46,12,2,31.96
Iraq,2001,3.5,10,2.5,12.5,2.33,30.83
Iraq,2002,3.5,10,2.5,12.5,2.5,31
Iraq,2003,1.5,10,1.67,11.96,0.63,25.76
Iraq,2004,0,5.71,0,11.5,0,17.21
Iraq,2005,0,8.88,1.88,8.63,0.63,20.02
Iraq,2006,0.46,10,10,11.33,2.5,34.29
Iraq,2007,0.63,8.58,10,12.79,2.5,34.5
Iraq,2008,0.5,9.83,10,14.08,1.75,36.16
Iraq,2009,3.92,10,10,14.58,4.83,43.33
Iraq,2010,5.67,10,10,12.42,4.5,42.59
Iraq,2011,7.25,10,10,10.63,4.5,42.38
Iraq,2012,6.21,10,10,12.46,4.25,42.92
Iraq,2013,7.63,10,10,13,4.04,44.67
Ireland,1984,7.8,8.63,7.5,12,2,37.93
Ireland,1985,7.5,9,7.71,11.75,2.21,38.17
Ireland,1986,7.5,8.58,7.17,12,2.13,37.38
Ireland,1987,7.83,8,6.04,12,2.08,35.95
Ireland,1988,8,8,6.29,12.17,2.38,36.84
Ireland,1989,8,8,6.79,12.5,1.92,37.21
Ireland,1990,7.63,8,7.25,12.5,1.71,37.09
Ireland,1991,7.5,8,6.67,12.5,1.88,36.55
Ireland,1992,7.46,8.75,6.5,12.75,1.92,37.38
Ireland,1993,7.42,8,6.33,13,1.58,36.33
Ireland,1994,7.5,8,6.5,13.17,2,37.17
Ireland,1995,7.71,8,5.83,13.29,2,36.83
Ireland,1996,8.29,8,7.67,13.08,1.92,38.96
Ireland,1997,8.33,8.21,10,12.75,1.5,40.79
Ireland,1998,8.17,9.08,10,12.5,1.5,41.25
Ireland,1999,8.5,9.33,10,12.5,1.13,41.46
Ireland,2000,8.5,7.79,10,12.42,0.5,39.21
Ireland,2001,8.5,9.38,10,12.54,1.33,41.75
Ireland,2002,8.5,9.71,10,12,1.5,41.71
Ireland,2003,8.75,9.25,10,12,1,41
Ireland,2004,9,9.83,10,12,0.46,41.29
Ireland,2005,7.25,9.79,10,12,0,39.04
Ireland,2006,6,9.71,10,12,0,37.71
Ireland,2007,6.5,9.92,10,12,0,38.42
Ireland,2008,6.54,9.5,10,12,0,38.04
Ireland,2009,6.63,8.67,9.92,12,0,37.22
Ireland,2010,5.75,8.92,9.17,12,0,35.84
Ireland,2011,3.25,9.79,9.5,12.25,0,34.79
Ireland,2012,1.88,9.13,8.13,12.5,0,31.64
Ireland,2013,1.5,10,7.63,12.5,0,31.63
Israel,1984,4.86,3.04,8,10,2.96,28.86
Israel,1985,5,2.83,8.13,10.46,2.13,28.55
Israel,1986,5.42,3,7.21,11.67,2.42,29.72
Israel,1987,5.88,3,7.08,12.96,2.96,31.88
Israel,1988,5.29,3,8,12,2.75,31.04
Israel,1989,4.5,4,8,11.71,2.5,30.71
Israel,1990,4.5,4,7.79,12.5,2.63,31.42
Israel,1991,5.63,4.75,7,11.88,2.71,31.97
Israel,1992,7,7,7,11,2.21,34.21
Israel,1993,7,7,7,11.83,1.54,34.37
Israel,1994,7,7,7,11.92,1.75,34.67
Israel,1995,7.29,7,7.96,11.17,1.83,35.25
Israel,1996,7.5,7,7.88,10.54,2,34.92
Israel,1997,6.08,7.67,9.29,10.5,2.92,36.46
Israel,1998,5,9,9.25,11.58,3.58,38.41
Israel,1999,5,8.63,8,12,4,37.63
Israel,2000,5,10,8.29,12,3.58,38.87
Israel,2001,5,9.83,8.5,11.79,3.5,38.62
Israel,2002,5,8.42,8.5,11.5,3.5,36.92
Israel,2003,5,9.92,8.5,11.71,3.67,38.8
Israel,2004,4.71,9.92,8.5,12.21,3.83,39.17
Israel,2005,4.5,9.88,8.92,12.13,3.25,38.68
Israel,2006,4.67,9.83,9,12.63,3.5,39.63
Israel,2007,4.5,9.92,9.38,13,3.5,40.3
Israel,2008,4.79,9.42,9.5,12.5,3,39.21
Israel,2009,5.13,8.46,8.75,12.5,3.38,38.22
Israel,2010,5.79,9.83,8.79,12.79,4.08,41.28
Israel,2011,5.75,9.88,9,12.75,4.5,41.88
Israel,2012,5.63,9.25,8.63,12.13,4.38,40.02
Israel,2013,5.79,9.92,8.5,12.17,4.17,40.55
Italy,1984,7.3,7.75,8,12.33,3.38,38.76
Italy,1985,7.71,8,8.13,12.17,3.04,39.05
Italy,1986,8.08,8.67,7.83,12.08,2.83,39.49
Italy,1987,8.75,9,7.5,12.5,2.96,40.71
Italy,1988,9,9,7.75,12,2.67,40.42
Italy,1989,9,9,8,12,2.71,40.71
Italy,1990,9,9,7.42,11.5,3.17,40.09
Italy,1991,9,9,6.63,11.5,3,39.13
Italy,1992,8.96,8.5,6.96,11.38,2.13,37.93
Italy,1993,7.67,7,6.5,11.5,1.79,34.46
Italy,1994,7.5,7,7,12.38,2.67,36.55
Italy,1995,7.5,7,7,12.79,2.08,36.37
Italy,1996,7.25,7,7,12.92,2.33,36.5
Italy,1997,8.17,7.29,7.21,12.88,1.83,37.38
Italy,1998,9.5,9.58,7.13,13,1.04,40.25
Italy,1999,9.5,9.38,7,13,1.13,40.01
Italy,2000,9.5,7.71,7,12.75,1.5,38.46
Italy,2001,9.5,9.5,7,12.33,1.83,40.16
Italy,2002,9.5,9.71,7,12,2,40.21
Italy,2003,9.5,9.25,9.5,12.25,1.58,42.08
Italy,2004,9.5,9.83,9.83,12,1.5,42.66
Italy,2005,6.71,9.79,9.92,12,1.08,39.5
Italy,2006,4.5,9.71,10,11.71,1.13,37.05
Italy,2007,4.5,9.92,10,11.5,1,36.92
Italy,2008,5,9.5,10,11.5,1,37
Italy,2009,5,8.63,10,11.5,1.29,36.42
Italy,2010,4.38,8.92,10,11.46,1.79,36.55
Italy,2011,3.5,9.79,9.63,11,2,35.92
Italy,2012,3,9.13,9,11.58,1.5,34.21
Italy,2013,2.92,10,8.5,12,1.5,34.92
Jamaica,1984,4.05,3.38,6.5,9.5,0,23.43
Jamaica,1985,4.38,3.25,6.71,9,0,23.34
Jamaica,1986,3.63,3,6.75,11,0,24.38
Jamaica,1987,4.04,3.42,6.29,10.63,0,24.38
Jamaica,1988,6,4,5.5,12.17,0,27.67
Jamaica,1989,5.5,4,4.5,11.38,0,25.38
Jamaica,1990,6.21,4.42,6.17,11.88,0,28.68
Jamaica,1991,7.04,7.58,7.83,11.17,0,33.62
Jamaica,1992,7.92,8,6.5,11.71,0,34.13
Jamaica,1993,7.5,7.17,7,12.5,0,34.17
Jamaica,1994,7.5,7,7.54,11.88,0,33.92
Jamaica,1995,7.5,7,7.92,12.38,0,34.8
Jamaica,1996,7.42,7,7.71,12.25,0.46,34.84
Jamaica,1997,6.33,8,8,11.25,0.79,34.37
Jamaica,1998,5.17,9.88,8,11.17,1.5,35.72
Jamaica,1999,6,9.46,8,11.5,1.5,36.46
Jamaica,2000,5.5,8.79,8,11.5,1.5,35.29
